,date,Elmhurst University,Cobble Hill,Ridgewood,Maspeth,College Point Multiplex Cinemas,Bedford Park,Kew Gardens Hills,เซนต์ จอร์จ แบงก์,Jamaica,Midwood,Roxbury - Rockaway Park - Far Rockaway,Throgs Neck,Riverdale,Gravesend,Flatbush,Kensington,Flushing,Prospect Lefferts Gardens,Crowd,Murray Hill,Borough Park,Oakland Gardens,Parkchester,Kingsbridge,East New York,Sutton Place Hotel Vancouver,Flatiron District,The Battery,Lower East Side,St Albans,Brooklyn Heights,Middle Village,Tottenville,AMC Bay Terrace 6,Crown Heights,Roosevelt Island,Park Slope,Glen Oaks Funeral Home & Cemetery,Midland Beach,Washington Heights,Williamsburg,Mason Greenwood,East Harlem,Boerum Hill,Howard Beach,Tokyo Midtown,Coney Island - Windsor Terrace,Upper East Side,Downtown,Auburndale,Coney Island,Great Kills,Upper West Side,Chelsea F.C.,Tribeca,Jamaica Estates,Forest Hills,"Royal Botanic Gardens, Kew",Hamilton Heights,Fort Greene,New Springville,Bensonhurst,Gramercy,Sunset Park,Morningside Heights,University Heights,Sunnyside Dispensary,Bushwick,Coronavirus,Greenwich Village,Bay Ridge,Carroll Gardens,Richmond Hill,East Flatbush,Gowanus,Rego Park,Rossville,Jackson Heights,Woodlawn School,D.B. Woodside,Pelham Bay,FC Astoria Walldorf,Financial District,Prospect Heights,Dumbo,Sheepshead Bay,Harlem,Bedford-Stuyvesant,East Village,Bath Beach,Soundview Family YMCA,West Village,Turtle Bay,Eltingville,Greenpoint,Dyker Heights,Canarsie,Saved by the Bell,Queens Village,Whitestone,Woodhaven,Brighton Beach,Inwood,Douglaston,Briarwood,Williamsbridge,SoHo
0,2018-01-07,39,80,77,89,42,53,19,54,60,66,39,51,23,67,13,79,50,49,78,31,36,60,25,64,21,40,32,84,33,73,76,37,55,56,32,41,0,2,36,64,1,55,35,80,16,51,91,31,66,12,58,86,31,57,21,65,30,17,55,12,57,56,22,18,67,5,81,0,70,76,58,47,55,48,82,36,75,0,9,51,0,76,9,2,49,73,35,72,14,35,96,76,70,73,4,32,4,66,0,0,21,42,56,54,25,69,76
1,2018-01-14,49,49,78,72,65,52,23,55,50,33,66,72,35,72,11,86,61,58,78,24,100,67,33,53,21,32,32,82,42,68,70,62,43,49,22,44,0,7,22,64,0,53,33,74,0,47,92,38,71,12,42,84,29,68,26,63,29,50,62,12,64,47,15,18,60,3,68,0,64,81,69,59,27,51,74,43,69,24,7,13,49,77,10,2,59,74,32,71,27,23,85,56,35,67,4,33,5,71,0,0,26,50,57,46,64,69,66
2,2018-01-21,43,36,75,74,54,49,22,63,69,23,56,54,25,63,11,83,43,45,76,24,80,59,46,52,0,40,32,76,31,70,78,70,54,54,28,44,0,2,20,60,1,52,42,69,31,54,89,12,73,13,51,84,32,66,27,67,22,28,58,23,49,50,15,18,64,3,70,0,77,77,66,52,38,44,66,60,69,47,24,44,0,73,7,2,55,76,30,78,17,11,84,55,50,70,4,33,4,65,0,0,26,53,75,26,53,67,77
3,2018-01-28,47,73,78,74,44,47,22,54,62,75,69,50,16,64,10,80,49,39,68,26,27,69,42,63,0,36,32,72,38,55,88,44,31,49,29,41,0,0,19,62,0,51,39,76,39,35,82,49,71,13,28,73,30,63,25,58,17,29,74,12,52,48,7,23,57,5,64,0,62,87,55,61,48,44,68,53,70,23,15,31,0,76,9,2,49,76,37,67,20,34,80,49,34,64,4,30,6,60,0,0,24,43,67,68,53,65,75
4,2018-02-04,46,63,77,86,52,36,24,53,57,60,45,47,14,71,10,81,100,48,70,28,44,66,41,59,21,35,23,84,33,68,84,44,34,48,26,42,29,5,18,63,0,65,24,76,47,58,85,55,71,14,36,74,28,68,22,58,25,65,71,23,59,39,25,22,70,3,63,0,60,83,59,49,59,34,78,56,69,0,11,44,0,87,10,2,50,80,29,70,27,11,76,51,34,58,1,27,5,67,0,0,38,50,59,41,48,64,61
5,2018-02-11,47,57,85,81,80,45,16,56,68,28,49,40,32,62,12,87,71,44,81,26,45,62,34,57,63,42,34,87,31,66,95,35,74,52,25,44,0,5,22,66,1,45,29,80,24,16,86,100,72,15,34,83,32,66,27,63,35,41,57,59,68,65,11,25,58,3,66,0,75,80,60,65,57,44,76,82,68,0,13,38,0,78,9,2,70,81,34,77,24,12,86,56,81,67,3,29,5,66,0,0,25,58,76,69,63,72,69
6,2018-02-18,49,49,74,69,100,55,10,62,59,42,52,33,29,65,10,85,52,40,71,22,36,71,41,55,0,38,45,81,42,65,76,69,100,41,31,41,0,9,17,68,1,54,32,77,23,35,84,74,70,17,28,78,66,64,25,61,32,24,72,47,69,32,22,28,66,3,63,0,64,82,50,55,30,53,78,64,82,0,17,56,0,66,11,2,100,82,25,83,10,46,80,65,38,70,2,28,4,56,33,37,32,55,80,49,72,76,60
7,2018-02-25,44,50,81,81,36,59,22,53,51,33,73,29,27,73,11,78,33,38,79,23,36,56,34,57,0,34,42,95,38,64,85,63,39,49,28,44,29,9,21,70,1,53,29,83,31,70,83,99,75,17,31,78,27,65,22,62,31,25,59,0,61,41,11,25,62,3,72,0,60,79,67,68,49,44,72,57,68,0,24,82,0,73,9,2,66,77,31,70,17,35,82,57,46,74,4,49,4,61,0,38,22,65,68,57,53,65,76
8,2018-03-04,42,67,86,84,44,57,18,50,53,65,49,36,16,81,9,83,35,37,71,32,71,63,24,50,41,35,43,75,40,63,75,79,40,49,33,100,0,2,21,68,0,64,23,79,54,46,83,67,70,16,61,83,28,60,25,63,30,32,46,23,42,52,7,28,60,3,66,0,71,79,61,69,56,52,78,80,69,0,21,68,0,66,10,2,56,72,35,70,23,11,77,46,42,67,1,42,4,83,0,0,23,71,76,41,53,76,64
9,2018-03-11,36,72,74,83,35,55,16,51,51,80,51,33,27,67,10,83,41,36,75,37,36,71,30,55,21,42,38,86,32,68,72,50,31,50,36,51,0,7,18,70,1,58,42,68,39,27,83,50,77,18,39,79,58,65,20,72,41,25,59,24,64,44,18,18,56,4,64,0,75,79,55,63,38,45,70,32,72,23,8,44,0,69,8,2,56,69,33,74,17,23,82,47,39,64,4,34,4,62,0,0,26,63,77,49,39,69,63
10,2018-03-18,32,55,83,71,33,45,10,50,71,66,46,35,50,88,10,78,35,46,64,28,54,75,38,52,0,40,40,76,30,67,96,52,48,45,30,43,0,12,20,73,1,61,38,78,16,35,81,43,62,20,52,79,21,57,20,70,26,78,62,59,51,53,11,27,74,4,66,0,68,78,52,49,54,47,78,67,73,0,20,50,0,73,9,2,48,71,34,79,10,23,69,60,54,70,2,35,5,60,33,0,31,62,57,53,63,70,68
11,2018-03-25,43,52,83,83,29,56,21,48,50,53,62,42,35,73,11,79,39,52,78,34,46,77,32,62,43,38,53,86,33,73,86,57,34,40,33,43,0,12,21,84,0,63,36,74,40,44,82,57,70,21,53,85,16,61,23,63,28,50,51,24,59,42,11,27,70,3,72,0,77,91,59,60,22,43,85,36,75,24,22,58,0,89,9,2,55,67,34,88,17,12,86,59,47,73,4,24,5,69,0,0,30,74,69,51,80,86,73
12,2018-04-01,53,53,87,71,46,38,23,48,52,39,59,41,23,82,11,84,65,42,76,14,18,72,24,66,22,37,63,85,33,81,85,47,60,100,46,45,30,10,24,87,1,60,27,82,48,40,95,26,74,22,67,82,23,68,31,64,28,34,53,0,67,47,23,20,75,5,61,0,78,87,71,62,42,48,79,47,75,0,17,52,0,76,10,2,68,66,35,84,31,0,93,60,67,75,4,25,5,69,0,0,32,60,67,70,85,81,78
13,2018-04-08,48,54,77,75,39,59,22,47,49,42,51,27,11,89,12,77,49,37,78,29,54,76,36,63,21,42,63,82,37,65,72,55,19,52,41,42,0,10,21,72,0,68,42,68,39,35,96,31,78,24,47,84,20,75,24,65,38,29,76,12,55,37,22,23,72,3,66,0,82,84,54,66,30,49,81,43,75,0,7,50,0,78,9,2,50,63,35,77,34,23,85,61,54,84,5,100,4,67,0,0,33,62,73,57,34,73,90
14,2018-04-15,45,42,84,84,36,56,23,46,34,76,40,33,34,93,12,83,41,43,86,35,72,67,26,58,0,38,58,83,37,61,75,56,21,47,54,41,0,12,21,75,1,58,38,68,16,59,86,50,71,22,47,83,19,89,38,73,32,62,66,36,66,58,22,27,87,2,67,0,82,77,54,56,44,55,76,57,71,24,9,89,0,87,11,2,55,62,38,79,24,12,82,44,31,81,6,49,5,78,0,0,33,54,70,88,39,77,70
15,2018-04-22,42,54,78,73,47,55,29,44,41,57,51,32,32,79,36,80,33,45,78,30,90,69,32,64,0,45,64,85,42,73,74,73,55,54,45,42,0,19,20,75,1,57,35,74,24,47,91,38,65,23,86,81,24,95,17,65,36,25,59,12,59,44,26,23,65,3,68,0,79,86,51,74,41,47,80,57,72,0,13,38,0,64,9,3,65,60,38,72,7,58,90,61,58,74,4,33,5,64,34,0,32,52,78,54,44,69,69
16,2018-04-29,40,44,88,80,36,49,100,44,49,33,60,33,18,82,19,73,46,42,76,34,27,68,32,53,21,43,63,90,36,69,68,52,77,53,40,41,30,33,19,73,0,58,38,84,39,39,85,37,69,27,34,91,17,66,17,66,80,49,70,71,46,46,44,24,61,4,60,0,71,87,54,59,49,45,71,53,74,23,28,69,0,71,9,2,70,61,41,76,30,0,86,47,39,79,4,38,6,100,0,0,41,57,75,69,58,76,53
17,2018-05-06,39,48,100,80,39,55,69,46,41,29,64,56,28,95,22,72,42,38,75,26,55,79,29,60,21,47,59,84,49,71,83,49,39,49,45,48,30,29,19,78,1,59,56,86,48,95,100,25,70,25,63,87,27,71,26,70,47,38,75,0,65,54,37,24,79,3,59,0,80,95,73,63,58,57,73,25,84,24,22,45,0,80,15,2,63,59,30,81,21,24,89,68,51,81,4,38,5,71,0,0,39,58,67,23,74,83,67
18,2018-05-13,42,41,85,74,27,54,29,44,33,39,43,67,26,85,64,72,40,41,76,36,74,80,28,46,22,34,57,82,39,77,67,41,32,50,39,46,31,12,19,79,1,53,53,78,24,32,86,51,69,26,51,90,30,67,21,70,43,51,72,61,60,38,30,18,86,4,75,0,85,90,52,59,42,46,88,29,71,24,44,52,0,78,11,3,59,60,34,76,21,24,80,61,40,81,3,35,5,77,34,39,33,53,74,51,35,78,79
19,2018-05-20,42,58,80,81,30,39,21,47,60,54,72,50,14,78,100,67,57,39,76,28,28,82,28,64,44,36,79,88,44,78,78,54,45,50,39,42,62,7,21,84,1,67,24,78,33,69,84,72,68,41,62,83,22,63,18,70,30,47,76,37,56,46,27,30,64,3,77,0,78,91,51,66,43,53,82,60,77,25,12,13,50,86,9,3,56,55,31,76,14,24,76,61,24,79,4,34,5,63,0,0,48,66,69,72,51,83,66
20,2018-05-27,33,62,84,90,25,46,17,48,36,55,54,100,19,80,23,71,58,37,92,30,19,82,36,54,22,40,75,82,38,86,80,65,51,53,48,45,31,18,19,89,1,64,48,83,33,33,88,53,70,44,71,100,21,66,31,73,34,57,75,38,73,56,58,31,52,4,85,0,70,100,58,64,40,60,99,45,76,0,31,20,0,78,11,2,60,57,36,81,29,24,93,76,90,90,4,35,6,67,0,0,54,87,96,48,67,88,82
21,2018-06-03,30,53,82,85,31,51,26,48,39,59,59,83,50,85,16,74,40,38,82,31,28,88,26,69,22,40,80,88,34,79,90,82,26,45,50,46,31,15,21,83,1,69,32,81,57,49,91,58,63,38,68,96,19,63,21,86,30,51,69,37,70,53,23,25,72,3,72,0,83,90,60,61,31,41,76,82,72,25,6,46,0,83,11,2,53,53,40,81,18,48,89,92,48,82,3,38,5,76,0,0,41,68,62,56,30,83,97
22,2018-06-10,34,54,81,83,47,57,21,51,42,44,59,63,21,79,14,71,57,37,100,33,56,85,28,61,65,38,74,93,44,82,79,56,48,58,58,45,31,22,22,87,1,74,33,89,24,28,97,26,72,51,67,89,19,68,35,100,37,34,76,37,88,48,34,30,53,3,73,0,78,85,60,64,31,58,89,77,86,0,20,13,0,85,14,14,70,52,35,78,21,24,93,61,48,87,2,50,5,75,0,0,59,62,88,63,50,87,84
23,2018-06-17,26,77,89,74,87,49,13,48,54,74,57,52,22,81,13,66,66,38,94,28,47,82,18,47,0,44,77,90,42,81,86,51,57,49,43,44,0,48,19,87,1,100,45,82,17,37,97,33,68,50,52,87,19,65,20,87,28,30,74,100,63,63,12,14,53,3,74,0,92,88,77,74,71,54,79,90,81,25,18,87,0,86,11,4,81,55,33,83,21,12,98,73,85,87,4,35,5,74,0,0,57,59,77,76,41,87,76
24,2018-06-24,27,53,83,73,86,55,26,50,49,25,45,41,24,79,11,70,52,40,99,27,67,92,28,66,22,41,95,88,45,84,75,49,76,43,59,42,31,40,23,89,1,67,50,86,42,29,99,26,65,54,74,88,18,61,36,75,36,61,72,13,57,66,16,18,81,5,72,0,76,93,56,67,49,43,84,68,88,0,13,67,0,96,11,3,80,62,34,81,14,49,100,71,49,86,3,36,5,78,0,0,66,68,100,85,41,83,98
25,2018-07-01,27,51,96,78,68,51,31,52,45,62,57,35,30,87,12,67,66,40,81,28,20,100,33,49,69,34,99,72,44,95,87,55,51,62,69,44,0,55,23,99,1,64,32,92,9,38,83,68,70,96,62,87,19,56,22,64,39,36,80,26,65,65,20,16,66,3,75,0,84,96,64,63,41,56,84,47,85,51,22,55,0,84,9,3,86,56,44,88,26,38,81,79,76,90,5,45,5,59,0,0,100,75,78,33,53,80,89
26,2018-07-08,32,46,87,89,37,57,24,51,39,54,91,32,29,69,15,61,66,38,94,32,38,76,31,58,22,37,73,87,36,77,92,46,67,60,54,43,31,100,24,100,1,66,47,82,25,53,88,52,68,53,90,86,26,65,25,74,28,35,100,25,76,63,19,30,67,4,71,0,81,96,68,60,31,56,100,63,83,0,12,66,0,100,12,3,72,54,43,82,21,24,86,71,36,80,5,41,5,83,35,0,65,71,61,100,36,85,84
27,2018-07-15,31,61,90,91,46,58,17,49,55,35,48,30,19,71,12,68,52,37,89,26,76,83,20,77,0,100,85,86,37,67,80,71,49,46,57,42,0,40,22,90,1,59,45,84,25,41,84,46,64,47,66,82,28,64,23,77,33,39,80,25,60,58,15,21,76,3,72,0,82,89,66,53,43,51,81,64,75,74,9,60,0,97,100,3,74,52,37,83,21,12,84,65,28,79,2,31,5,85,0,0,55,76,54,88,41,85,79
28,2018-07-22,32,47,87,86,58,55,22,52,45,40,78,33,29,79,12,75,56,37,86,29,58,69,15,58,0,55,74,80,39,74,94,64,54,54,55,44,0,26,19,96,1,60,31,82,8,29,88,27,65,44,58,86,31,72,24,93,25,35,63,51,60,64,24,23,63,4,82,0,84,92,67,68,64,55,86,76,81,25,21,61,0,89,19,3,78,49,38,90,33,25,91,66,58,100,3,34,6,83,0,40,53,76,46,65,78,87,100
29,2018-07-29,39,63,83,82,57,56,22,51,38,79,65,26,26,77,11,67,58,37,94,33,47,75,36,61,0,46,100,94,42,74,63,55,41,47,53,48,0,28,23,93,1,62,28,79,25,20,96,53,73,52,49,89,31,69,23,70,25,22,59,37,63,73,8,25,76,4,69,0,81,97,54,75,31,81,94,60,80,0,10,20,51,89,14,3,65,54,40,93,4,12,97,70,49,89,6,38,5,82,0,0,48,93,62,56,46,84,63
30,2018-08-05,37,48,87,78,67,48,22,53,54,74,55,25,26,73,10,69,52,36,90,34,47,79,26,60,0,37,93,99,45,81,86,65,51,54,45,43,31,48,22,89,1,55,60,94,58,53,88,72,75,47,85,89,45,71,29,71,44,61,84,25,85,78,15,22,81,4,71,0,82,89,53,60,100,54,83,83,78,50,10,100,0,91,15,3,64,49,37,96,32,12,94,67,49,88,3,35,5,73,0,40,63,83,58,52,61,88,75
31,2018-08-12,37,56,91,77,47,45,39,46,59,40,54,26,17,65,9,72,61,36,85,24,29,67,17,56,22,41,89,83,38,71,93,53,45,51,48,40,0,23,22,88,1,82,42,93,42,29,82,53,64,39,82,82,32,63,25,86,36,48,73,25,64,54,12,16,65,4,68,0,77,87,55,74,29,63,75,72,78,50,7,40,0,85,10,3,62,52,39,84,32,37,87,57,78,78,5,33,5,68,35,40,41,46,60,77,72,88,80
32,2018-08-19,52,56,80,75,36,49,13,45,56,50,50,23,41,66,9,73,70,36,94,28,57,72,26,68,22,39,61,87,35,84,73,47,51,48,62,40,0,18,21,82,1,61,45,82,33,29,88,53,65,40,61,82,23,60,34,65,37,70,72,0,77,44,16,18,75,4,71,0,77,77,55,62,52,52,73,53,83,100,17,47,0,69,10,2,59,53,34,81,25,49,80,50,66,74,4,41,5,70,0,0,46,63,46,57,36,80,88
33,2018-08-26,54,49,77,71,16,56,21,41,42,39,81,23,26,65,9,72,51,37,65,30,65,58,24,54,66,37,62,76,37,83,77,66,51,60,44,40,0,22,17,77,1,60,38,87,25,28,79,52,60,39,78,72,28,61,12,62,35,26,69,0,54,50,38,21,69,5,66,0,73,80,49,51,37,53,77,41,70,49,9,40,0,68,7,3,50,48,36,66,18,48,69,38,73,84,4,31,6,65,0,0,53,73,48,64,51,85,66
34,2018-09-02,44,65,83,81,24,49,13,39,60,64,70,22,21,85,9,71,80,42,79,38,75,70,37,52,22,36,70,84,35,81,84,42,32,57,45,44,31,22,20,71,1,65,67,76,25,41,81,85,62,31,59,88,20,66,25,75,33,64,61,12,61,70,27,37,65,3,65,0,78,96,53,59,28,52,71,82,77,49,4,73,0,87,11,3,63,48,34,77,11,48,73,53,56,78,1,36,6,71,0,0,42,79,56,88,35,75,70
35,2018-09-09,46,73,74,70,30,52,15,41,50,67,57,22,30,68,9,73,67,35,77,23,55,81,27,45,0,31,58,82,41,75,89,45,39,37,35,39,0,0,20,76,0,64,31,74,24,47,76,95,60,18,47,85,20,66,16,83,29,50,65,24,48,54,30,19,67,4,74,0,78,86,54,74,44,52,75,50,67,0,7,38,0,88,10,2,54,48,34,78,17,35,86,39,31,75,3,32,5,59,0,0,35,55,52,70,94,79,84
36,2018-09-16,45,51,80,100,22,58,12,42,45,53,64,22,35,70,11,71,50,38,84,38,27,85,17,60,0,33,47,79,33,89,79,61,43,46,43,40,0,5,20,69,1,61,31,83,40,44,84,38,48,23,82,91,23,62,14,72,29,54,70,0,51,44,41,29,64,3,57,0,73,93,56,60,36,57,85,72,83,0,7,51,0,66,10,2,45,51,31,74,21,47,79,51,51,75,4,30,5,80,0,0,42,54,51,47,40,70,91
37,2018-09-23,46,52,79,79,26,35,25,39,41,86,49,22,30,62,9,73,47,43,83,19,36,74,32,56,43,34,53,80,42,79,77,41,20,39,43,38,0,2,18,69,1,52,36,82,16,47,82,51,61,19,50,87,41,67,29,71,28,33,71,36,54,51,4,22,48,3,63,0,78,77,57,56,44,46,78,79,73,48,10,45,0,68,10,4,48,48,30,71,28,0,75,54,51,69,4,30,5,65,34,0,33,50,52,62,20,72,64
38,2018-09-30,45,55,75,81,77,49,10,41,50,52,69,25,14,57,14,76,41,38,74,24,27,82,25,57,42,38,63,80,40,83,70,60,61,38,45,43,0,12,17,73,1,59,56,91,8,31,80,44,63,19,58,83,23,57,29,66,37,21,74,0,63,72,15,14,46,3,57,0,87,79,58,51,22,37,79,50,84,0,7,45,0,84,10,3,47,52,35,100,21,12,84,50,43,69,4,30,5,58,34,0,27,65,51,54,39,79,65
39,2018-10-07,39,56,82,80,61,48,17,44,61,53,51,96,21,66,12,70,59,64,58,44,46,70,20,50,22,35,61,83,38,67,70,75,42,46,35,39,0,2,20,76,1,53,35,74,16,32,81,77,69,18,45,89,21,60,18,65,26,42,66,24,63,40,11,23,44,2,65,0,70,80,60,56,25,56,66,51,74,0,7,20,49,75,11,3,70,53,34,84,24,24,86,59,52,73,9,30,5,63,0,39,28,61,53,27,65,72,80
40,2018-10-14,51,58,75,76,40,49,21,44,28,39,58,68,43,72,18,76,49,47,67,43,56,73,27,52,0,46,55,99,39,78,64,44,52,47,32,41,0,2,16,75,1,56,40,72,49,49,80,39,70,17,41,80,24,75,27,53,25,30,69,37,59,60,23,20,60,2,55,0,66,84,47,69,42,59,75,63,74,25,12,59,100,82,13,3,51,54,26,78,7,24,91,46,85,72,5,32,5,68,0,0,20,43,41,75,71,84,67
41,2018-10-21,47,62,73,82,25,54,25,40,36,72,36,55,46,56,13,80,39,51,73,26,37,61,30,47,21,38,40,100,34,75,77,41,34,37,32,40,0,15,16,69,1,55,58,71,40,20,82,76,64,16,24,84,22,100,19,55,37,21,73,48,65,47,22,22,57,3,58,0,78,75,67,46,39,69,72,36,64,24,12,39,0,78,9,3,52,54,28,82,21,12,82,51,43,69,6,30,5,56,0,0,26,52,54,74,45,79,63
42,2018-10-28,37,46,75,81,22,55,19,43,56,44,65,65,38,59,13,77,48,43,76,30,9,62,21,56,44,33,46,90,41,72,78,68,36,43,35,44,0,2,21,68,1,52,46,73,49,36,80,45,62,14,70,90,25,61,23,53,34,21,69,37,42,41,19,30,73,3,62,0,100,80,67,51,25,39,73,48,64,0,4,72,0,56,9,3,53,59,30,86,21,36,90,39,24,59,4,33,6,68,0,39,24,53,41,52,71,69,81
43,2018-11-04,44,54,79,80,19,51,16,43,38,32,52,57,16,64,10,75,35,49,83,31,71,64,18,48,0,39,51,75,36,58,70,45,46,44,30,36,29,7,17,69,1,58,43,78,31,31,82,37,70,14,46,81,25,63,20,55,35,12,55,12,56,36,4,19,79,4,64,0,72,78,65,54,32,48,75,66,68,23,3,56,0,71,8,2,47,63,27,76,20,23,86,42,65,74,9,35,4,57,33,0,26,53,51,71,24,67,68
44,2018-11-11,35,56,72,69,29,57,31,41,53,29,36,49,26,60,11,77,36,44,68,27,18,67,24,46,43,39,43,97,31,60,71,39,24,39,34,40,0,5,17,65,1,45,31,78,24,63,77,44,63,12,40,88,19,59,17,61,31,29,54,60,54,77,15,22,69,1,60,0,70,74,54,46,30,46,68,36,70,96,6,45,0,60,8,8,48,65,29,77,14,12,76,52,59,66,10,32,4,63,0,0,21,57,47,50,64,77,66
45,2018-11-18,27,43,75,67,32,44,13,36,44,20,52,47,12,59,17,76,35,41,57,26,19,86,31,46,45,34,55,68,30,51,73,68,50,40,29,36,0,5,17,70,1,61,30,82,42,33,78,94,57,12,47,71,23,55,24,57,40,35,57,0,51,62,20,19,58,3,56,0,58,78,52,52,35,53,82,53,76,51,12,61,0,60,10,6,66,55,26,67,15,37,71,70,46,56,9,28,4,60,0,0,37,41,49,82,5,83,43
46,2018-11-25,36,32,70,90,21,56,10,40,58,37,44,45,36,61,18,68,29,40,67,23,52,68,23,40,20,40,49,86,28,64,66,82,40,36,25,35,0,0,17,70,1,47,27,74,38,57,77,67,61,12,35,85,19,58,22,58,36,36,53,23,58,56,29,18,51,3,57,0,67,72,44,60,45,43,74,49,68,0,7,43,0,56,9,5,57,64,28,69,17,0,76,62,45,66,17,29,4,59,0,0,25,48,43,56,38,76,72
47,2018-12-02,40,54,69,78,22,54,10,41,53,52,40,42,18,65,17,81,52,42,70,26,36,84,28,52,42,45,46,77,34,72,56,52,31,40,29,38,0,2,15,70,1,45,31,70,32,24,76,69,65,12,42,74,29,62,22,60,31,21,62,24,58,53,4,20,58,2,56,0,70,75,51,64,33,39,66,50,72,0,10,25,0,82,10,4,44,66,30,69,27,12,85,54,51,75,25,36,8,55,0,0,25,48,47,42,49,78,52
48,2018-12-09,45,63,78,75,30,56,15,41,34,53,50,42,42,56,12,78,14,40,80,29,64,70,22,49,21,43,36,76,33,63,68,31,26,41,20,41,30,5,18,70,1,49,30,76,16,47,82,6,60,13,24,79,22,60,31,53,35,46,61,12,69,58,7,23,52,4,55,0,74,77,65,51,50,37,75,51,64,24,6,58,0,81,8,3,46,68,27,72,10,12,78,48,55,66,34,45,4,71,0,0,38,49,55,50,30,78,84
49,2018-12-16,33,45,80,81,20,48,28,44,72,34,54,34,21,68,11,76,57,39,66,29,37,71,33,48,22,41,42,67,35,57,75,62,36,38,19,44,0,12,17,71,1,52,36,78,8,16,81,39,60,14,27,88,25,63,39,61,33,17,48,25,64,60,15,24,67,4,52,0,69,73,60,49,71,44,87,56,73,25,25,20,0,79,9,3,51,63,32,70,18,12,81,45,64,71,41,31,4,71,35,0,29,43,51,79,61,83,55
