,date,Elmhurst University,Cobble Hill,Ridgewood,Maspeth,College Point Multiplex Cinemas,Bedford Park,Kew Gardens Hills,เซนต์ จอร์จ แบงก์,Jamaica,Midwood,Roxbury - Rockaway Park - Far Rockaway,Throgs Neck,Riverdale,Gravesend,Flatbush,Kensington,Flushing,Prospect Lefferts Gardens,Crowd,Murray Hill,Borough Park,Oakland Gardens,Parkchester,Kingsbridge,East New York,Sutton Place Hotel Vancouver,Flatiron District,The Battery,Lower East Side,St Albans,Brooklyn Heights,Middle Village,Tottenville,AMC Bay Terrace 6,Crown Heights,Roosevelt Island,Park Slope,Glen Oaks Funeral Home & Cemetery,Midland Beach,Washington Heights,Williamsburg,Mason Greenwood,East Harlem,Boerum Hill,Howard Beach,Tokyo Midtown,Coney Island - Windsor Terrace,Upper East Side,Downtown,Auburndale,Coney Island,Great Kills,Upper West Side,Chelsea F.C.,Tribeca,Jamaica Estates,Forest Hills,"Royal Botanic Gardens, Kew",Hamilton Heights,Fort Greene,New Springville,Bensonhurst,Gramercy,Sunset Park,Morningside Heights,University Heights,Sunnyside Dispensary,Bushwick,Coronavirus,Greenwich Village,Bay Ridge,Carroll Gardens,Richmond Hill,East Flatbush,Gowanus,Rego Park,Rossville,Jackson Heights,Woodlawn School,D.B. Woodside,Pelham Bay,FC Astoria Walldorf,Financial District,Prospect Heights,Dumbo,Sheepshead Bay,Harlem,Bedford-Stuyvesant,East Village,Bath Beach,Soundview Family YMCA,West Village,Turtle Bay,Eltingville,Greenpoint,Dyker Heights,Canarsie,Saved by the Bell,Queens Village,Whitestone,Woodhaven,Brighton Beach,Inwood,Douglaston,Briarwood,Williamsbridge,SoHo
50,2018-12-23,16,37,81,66,54,39,19,45,38,77,71,30,32,77,9,78,42,41,69,39,31,96,28,65,0,36,69,72,38,82,78,45,75,43,40,47,35,3,21,77,1,45,26,83,64,45,86,44,66,17,30,84,24,52,34,66,42,34,52,28,86,67,21,17,61,4,53,0,82,88,56,60,38,30,90,54,89,27,23,52,0,75,8,4,91,68,29,69,16,40,72,57,68,68,49,29,5,75,0,0,38,45,50,67,23,100,61
51,2018-12-30,31,60,79,65,35,43,9,53,55,51,57,33,20,65,11,72,56,47,67,34,39,89,26,73,23,37,54,77,37,70,74,46,57,44,30,47,0,3,21,68,1,52,35,78,43,46,88,54,65,20,42,87,30,61,9,67,23,22,60,13,71,55,4,20,66,3,65,0,83,85,51,56,53,47,73,65,79,76,32,68,52,76,6,6,65,61,29,81,18,100,81,78,50,77,13,43,6,74,0,41,27,39,52,62,37,86,66
52,2019-01-06,47,55,77,83,35,48,21,54,36,24,45,30,26,68,11,100,50,39,58,32,91,86,21,53,21,40,30,71,33,87,79,53,32,44,26,44,0,5,21,61,1,50,45,89,16,24,82,44,69,13,26,80,31,59,21,57,22,8,65,36,65,56,15,12,36,3,59,0,73,81,53,55,52,43,63,62,79,48,24,84,0,76,9,5,50,74,29,73,31,59,83,58,43,80,5,32,6,69,0,0,37,60,46,66,64,66,76
53,2019-01-13,47,44,76,65,64,50,24,53,47,33,43,44,16,61,13,77,38,38,56,30,62,76,17,75,42,36,27,75,34,69,69,42,44,38,27,42,58,9,16,62,1,45,42,76,31,31,76,37,67,12,44,70,30,57,17,59,41,28,51,12,60,82,22,19,53,3,60,0,71,74,49,53,29,47,72,46,70,0,20,62,0,66,9,4,73,74,29,68,13,11,82,43,46,75,4,27,9,71,0,0,30,51,27,34,67,63,72
54,2019-01-20,40,38,71,71,50,48,24,52,54,28,55,36,11,65,13,85,43,41,77,22,27,58,24,62,21,35,26,70,33,61,69,45,36,46,37,40,0,5,16,59,1,51,42,74,47,31,80,31,64,20,49,70,32,58,18,58,27,73,51,12,60,50,14,23,56,3,56,0,60,78,47,54,45,40,72,49,71,0,36,50,0,70,13,4,64,65,31,74,20,57,85,75,50,72,4,30,8,67,33,0,30,54,46,45,38,62,77
55,2019-01-27,39,45,78,86,34,49,22,51,37,46,54,31,38,62,11,78,59,37,74,25,79,68,37,55,41,37,36,75,35,53,85,39,42,44,24,38,29,2,21,58,1,48,24,85,15,61,98,31,70,15,41,75,31,60,27,58,36,32,46,0,61,36,7,34,58,2,69,0,59,69,57,62,48,45,75,66,66,23,12,25,0,69,8,4,50,67,36,71,20,45,78,58,23,71,2,37,6,83,0,37,34,45,48,52,67,66,61
56,2019-02-03,47,54,75,73,46,57,25,50,40,45,46,26,24,67,11,76,42,40,62,28,34,70,19,51,20,37,30,75,44,65,68,48,41,41,26,34,0,2,18,57,0,57,28,63,0,41,81,0,79,14,37,73,20,61,41,60,50,43,47,11,54,44,17,22,53,3,55,0,72,78,60,53,59,42,71,54,88,22,18,12,0,66,9,4,41,73,31,72,23,11,82,55,63,65,2,29,5,68,32,0,26,49,35,33,60,66,73
57,2019-02-10,45,48,78,72,41,47,22,50,52,73,59,30,31,64,12,83,40,49,75,35,52,61,27,50,20,35,34,75,35,62,70,46,51,38,28,37,57,9,17,64,1,47,27,85,8,45,77,12,73,14,33,73,35,63,23,63,34,36,55,46,55,60,21,12,39,4,63,0,70,76,52,100,24,48,69,27,63,23,20,61,0,62,10,6,50,74,24,74,10,22,82,47,56,75,7,30,5,75,0,0,19,48,45,52,47,73,50
58,2019-02-17,41,57,78,68,62,48,20,53,35,37,58,27,33,69,12,87,46,41,68,29,44,58,24,56,0,35,37,71,30,59,74,51,49,48,27,41,58,5,18,64,0,45,43,75,15,27,79,0,61,16,81,76,39,52,13,58,26,28,60,0,64,72,29,15,64,3,60,0,71,75,50,57,48,39,89,63,72,0,21,62,0,70,8,6,53,73,34,72,17,11,85,66,49,60,3,29,4,62,0,0,19,48,39,52,67,77,80
59,2019-02-24,33,43,75,71,42,53,26,53,56,41,58,32,22,66,11,83,29,42,64,31,61,73,30,49,20,38,28,73,33,64,63,57,32,41,26,36,0,0,17,61,1,50,32,82,15,37,73,0,68,14,42,69,54,54,33,60,39,48,46,11,58,53,35,24,52,4,52,0,60,71,47,63,31,48,84,62,72,23,20,55,0,64,8,7,40,76,30,69,10,33,72,84,15,65,4,21,5,60,32,0,31,49,42,59,33,62,70
60,2019-03-03,32,45,80,69,28,51,14,52,30,60,48,86,43,60,11,88,54,43,60,32,53,62,21,45,21,38,43,72,35,70,82,47,40,42,31,38,0,14,18,66,1,55,33,79,8,34,76,0,81,17,26,74,25,67,20,64,38,53,55,12,63,48,22,19,63,4,52,0,65,73,73,64,43,39,78,56,70,0,13,37,0,76,9,14,53,72,39,70,43,57,75,100,72,69,6,33,5,64,0,0,32,54,56,45,48,67,66
61,2019-03-10,39,49,83,85,32,57,20,51,48,60,65,30,22,66,14,85,38,37,66,38,44,66,32,40,83,40,54,69,40,59,66,53,29,41,29,36,0,12,17,66,1,52,26,89,23,54,77,0,77,17,38,79,25,63,23,63,50,12,45,12,65,59,14,27,63,4,54,0,66,78,61,74,37,65,79,56,71,0,21,56,0,76,10,21,53,66,28,68,10,34,79,64,49,66,4,25,4,75,0,0,29,62,50,49,53,70,63
62,2019-03-17,34,55,75,91,20,61,23,53,48,86,54,30,19,56,12,88,36,38,58,33,73,81,29,60,0,43,37,74,36,70,77,54,29,47,35,41,0,7,20,68,0,48,28,91,16,43,71,0,65,19,50,77,21,60,22,68,34,21,55,0,63,65,22,32,69,4,58,0,70,88,43,75,44,49,81,69,78,0,11,45,0,70,10,28,50,65,26,73,7,23,74,71,90,65,4,29,4,68,0,38,25,61,38,62,25,67,68
63,2019-03-24,32,52,74,78,34,49,8,55,52,66,60,28,18,62,10,84,33,37,70,34,45,59,16,100,0,45,51,73,36,78,77,42,37,49,42,39,0,12,27,71,0,55,31,93,24,50,76,0,62,18,39,74,15,59,27,65,31,33,61,24,49,64,37,30,74,4,57,0,70,83,53,69,32,44,80,67,72,23,16,57,0,69,9,100,57,62,25,77,24,0,76,57,46,67,4,36,4,79,100,0,31,54,45,38,58,68,67
64,2019-03-31,48,50,77,78,30,56,16,48,55,19,47,26,11,61,15,83,44,40,67,48,81,76,18,72,21,38,42,76,40,77,76,46,43,46,49,37,0,2,18,75,1,48,28,93,16,55,72,25,72,22,52,79,23,56,14,67,38,41,51,48,60,53,33,23,74,4,60,0,69,76,59,59,65,55,82,54,81,0,18,32,0,73,13,86,49,61,27,80,7,35,73,70,51,71,3,28,4,83,0,0,26,58,45,77,39,65,63
65,2019-04-07,44,54,79,78,20,48,27,47,46,24,53,22,21,62,12,79,33,39,65,42,27,61,28,46,42,43,48,69,43,66,79,31,37,46,100,40,30,0,19,75,1,50,40,79,48,59,71,63,65,22,63,76,27,58,21,63,34,41,70,48,53,42,22,27,62,3,63,0,79,71,54,65,41,43,80,65,83,24,11,70,0,66,13,46,47,60,30,67,41,35,82,55,43,69,3,35,4,70,0,0,29,63,45,42,59,70,90
66,2019-04-14,32,28,79,85,29,54,15,44,35,39,44,23,19,65,11,78,56,39,64,33,65,61,32,53,22,43,62,74,34,83,78,41,42,48,68,40,0,10,30,88,1,65,42,87,8,36,81,45,66,25,64,80,30,59,25,68,35,25,62,12,65,45,42,39,68,4,56,0,73,75,59,63,33,52,73,80,82,24,12,52,0,73,12,43,44,56,27,64,31,36,81,54,44,78,4,27,4,74,0,0,38,52,42,74,40,73,55
67,2019-04-21,40,61,87,76,63,56,6,46,38,53,55,23,23,64,14,77,42,39,54,18,46,58,22,50,22,45,76,71,34,76,78,59,60,34,59,40,30,10,19,76,1,62,30,100,16,28,78,70,68,27,85,72,25,76,19,64,44,21,52,24,53,42,34,22,94,3,63,0,84,78,56,63,36,55,80,51,74,0,13,71,0,80,12,31,79,58,30,68,17,0,84,66,67,74,5,31,10,72,0,0,35,52,54,47,70,65,54
68,2019-04-28,39,41,83,81,82,45,16,47,96,89,47,23,16,58,15,76,38,42,68,35,36,73,40,48,0,46,46,75,37,74,81,48,68,50,42,41,0,7,20,67,1,51,36,82,47,62,76,93,67,22,62,78,29,74,15,71,41,33,54,47,65,60,18,16,64,3,53,0,68,77,53,66,24,58,77,67,71,0,14,57,0,76,14,21,67,59,29,75,20,35,78,57,54,72,5,30,5,71,0,0,35,52,38,38,29,69,75
69,2019-05-05,33,39,79,82,68,45,29,43,75,66,47,25,28,65,17,78,50,39,64,27,36,87,27,58,42,39,51,69,34,72,81,71,35,43,43,41,0,31,19,72,1,59,37,78,24,59,81,57,64,22,65,75,37,65,14,71,39,29,61,24,48,58,52,33,62,4,56,0,71,81,69,70,44,46,77,47,73,0,40,32,0,65,9,13,62,60,29,69,17,12,83,68,35,68,3,40,4,70,0,0,23,53,73,46,44,65,63
70,2019-05-12,38,62,84,85,44,51,19,45,44,49,44,34,24,64,13,81,37,38,66,49,56,71,31,65,87,42,60,85,37,79,69,36,40,56,32,42,31,27,19,75,1,56,36,90,41,60,81,26,66,27,48,73,27,65,21,69,47,30,55,25,69,36,11,24,60,9,49,0,67,84,58,60,34,48,87,44,74,24,44,52,0,66,10,11,47,56,28,62,18,0,72,59,64,73,3,33,4,64,35,0,29,56,54,71,71,68,77
71,2019-05-19,37,51,78,80,49,56,26,45,51,74,64,37,24,75,12,79,49,39,73,30,19,89,24,51,0,43,70,73,33,76,66,48,30,47,48,38,31,40,19,79,1,57,49,91,16,37,74,20,70,38,92,79,20,53,32,77,25,43,78,25,61,41,61,26,76,4,56,0,71,79,54,68,54,38,78,52,78,25,38,46,0,78,10,9,58,56,30,68,25,24,82,62,77,75,2,26,5,62,0,0,44,54,53,68,20,69,81
72,2019-05-26,31,43,89,73,51,52,30,51,47,55,61,78,36,67,12,71,58,37,82,34,19,76,31,53,0,42,72,80,32,80,82,55,47,51,55,40,31,33,16,82,1,75,34,83,33,41,77,53,63,45,66,76,54,56,11,74,37,30,98,13,75,54,35,26,74,3,86,0,77,89,54,66,52,57,79,34,77,50,42,47,0,68,11,9,66,56,34,70,29,24,83,79,49,74,1,34,5,75,0,0,52,71,56,89,62,82,73
73,2019-06-02,26,62,85,82,58,57,19,50,58,58,52,64,26,69,11,73,37,39,83,34,48,71,18,60,40,48,71,74,41,69,88,58,52,41,48,43,0,37,20,83,1,74,49,83,41,32,80,59,71,44,82,86,20,58,23,73,48,53,83,25,70,46,19,23,64,5,75,0,72,77,59,62,55,58,89,63,83,0,50,72,52,67,11,6,63,79,33,75,25,12,87,59,59,80,4,34,5,74,35,0,50,61,62,62,27,74,78
74,2019-06-09,42,37,87,93,43,57,25,57,100,39,55,48,33,81,12,71,40,39,74,27,19,71,35,51,59,39,69,80,36,74,83,67,42,43,47,37,30,17,25,82,2,64,36,93,32,40,77,39,65,43,63,82,18,69,12,75,45,100,66,37,71,43,42,24,58,4,100,0,78,84,58,63,60,52,89,59,81,24,38,59,0,67,12,7,60,63,34,70,18,12,86,63,67,77,2,36,5,72,0,39,43,69,56,42,70,69,60
75,2019-06-16,34,39,92,87,43,50,35,58,74,73,70,45,21,72,13,73,55,44,92,38,39,83,31,51,20,37,80,77,35,67,86,76,54,53,46,44,0,27,18,86,1,65,68,86,41,100,82,26,67,48,51,86,20,57,23,81,35,31,69,25,59,24,27,18,58,4,68,0,86,82,67,82,46,60,80,30,80,0,43,66,0,77,13,8,62,56,31,70,11,24,77,75,55,80,5,39,5,81,0,0,47,82,64,74,60,71,70
76,2019-06-23,24,50,78,93,41,51,23,53,59,69,58,33,19,76,12,74,59,39,93,38,30,82,36,59,20,45,79,74,40,72,84,89,65,57,58,43,31,32,20,85,1,56,96,98,33,45,76,20,67,58,57,80,18,59,16,86,39,49,75,0,63,62,19,18,66,4,68,0,88,90,59,74,35,53,90,65,74,0,29,47,0,80,11,15,67,52,38,84,29,25,94,40,44,70,3,34,5,83,70,0,63,65,48,75,50,74,47
77,2019-06-30,25,47,89,79,57,46,21,60,61,35,69,29,20,64,13,70,54,64,66,27,30,85,33,59,42,35,90,70,40,81,70,35,50,53,51,44,0,89,18,95,1,50,91,81,34,58,72,75,65,100,100,77,19,46,25,70,41,18,63,0,65,38,28,20,77,2,67,0,77,82,46,70,45,50,81,54,69,0,23,48,0,81,11,16,69,51,28,66,15,51,66,81,70,68,7,39,4,73,0,0,76,77,50,61,51,66,60
78,2019-07-07,29,47,81,80,32,52,20,49,49,43,53,27,21,63,12,71,37,39,84,34,0,76,32,62,40,45,86,82,38,89,76,57,42,44,48,35,60,85,19,85,1,41,82,87,32,44,85,39,61,60,66,84,21,59,21,68,32,35,95,75,53,65,15,26,84,6,69,0,70,81,51,73,43,47,77,56,85,0,31,59,0,82,11,12,54,49,36,67,42,0,87,66,63,77,4,43,4,81,0,0,63,54,49,81,54,74,62
79,2019-07-14,29,45,84,78,56,58,25,51,45,54,73,26,28,71,11,73,44,40,82,26,29,93,23,44,60,42,72,81,44,63,80,73,55,50,45,42,0,91,21,85,2,70,100,91,49,40,83,86,68,55,89,90,20,58,19,76,37,44,73,0,64,56,27,26,87,4,64,0,74,85,50,63,41,56,85,53,81,0,46,27,0,75,11,10,66,49,31,69,25,12,86,64,60,75,5,34,5,72,35,0,92,76,59,43,44,80,79
80,2019-07-21,26,31,81,75,46,54,21,50,49,100,72,27,24,71,11,72,53,37,76,27,40,68,51,59,0,44,80,80,37,73,83,59,38,37,38,46,31,48,20,84,1,59,80,74,17,57,77,54,62,47,71,71,28,60,30,84,42,54,68,0,69,45,23,23,61,5,68,0,77,74,78,73,44,70,86,57,82,0,32,68,0,68,12,8,63,52,36,72,40,25,77,73,49,76,3,66,4,80,0,0,61,50,61,48,50,76,69
81,2019-07-28,22,37,83,82,41,50,28,51,55,60,61,22,27,56,8,73,39,38,73,34,50,64,40,61,41,36,79,79,52,83,100,54,46,46,38,44,31,48,20,87,1,57,88,87,17,41,83,20,66,48,69,75,28,57,22,79,28,27,76,26,55,35,8,30,63,5,65,0,75,80,64,65,60,46,79,58,85,0,20,27,0,81,12,6,59,48,30,74,40,38,76,73,45,85,4,48,5,87,0,40,66,67,51,40,11,75,74
82,2019-08-04,37,66,74,73,27,100,17,53,47,45,60,22,31,68,9,72,38,38,88,32,20,86,32,47,20,39,87,75,48,76,71,100,36,62,45,40,62,27,21,82,1,49,49,79,8,49,80,40,72,47,71,77,26,61,21,74,40,36,69,26,73,50,39,19,65,4,64,0,76,83,57,69,27,48,82,72,100,25,35,67,0,80,10,5,60,48,31,74,25,12,82,58,81,69,7,30,5,71,0,40,59,64,54,47,33,72,63
83,2019-08-11,39,42,77,83,34,51,28,46,70,76,51,20,28,66,9,71,40,38,69,31,86,74,27,59,39,39,66,71,47,70,91,57,55,50,46,38,0,26,19,85,1,60,49,80,40,27,78,45,74,45,68,74,76,59,48,77,26,39,76,12,63,38,37,25,61,4,67,0,80,76,75,70,37,53,86,70,78,48,33,91,0,66,13,5,46,51,31,66,24,12,75,62,43,75,6,43,5,77,0,0,33,64,44,57,37,80,91
84,2019-08-18,45,44,74,85,21,57,16,45,68,29,41,19,28,59,9,75,37,39,73,29,10,58,44,46,0,36,71,75,34,73,84,39,40,52,42,39,0,19,21,79,1,61,31,80,48,24,74,58,74,42,58,73,32,56,27,66,100,22,59,12,54,38,26,24,66,5,66,0,71,72,58,59,37,50,76,70,73,0,22,58,0,86,11,4,54,52,38,72,24,12,83,50,54,72,8,35,6,64,0,0,46,77,47,80,37,70,91
85,2019-08-25,60,52,73,81,19,46,33,43,52,87,51,17,29,72,9,70,38,40,60,34,37,62,23,50,0,34,64,68,39,71,70,42,29,51,41,37,0,28,19,75,1,51,55,89,23,45,73,37,76,38,56,65,22,55,17,67,38,17,56,0,82,46,14,23,67,5,58,0,70,77,42,68,38,55,77,46,69,46,28,31,0,73,8,4,50,46,32,66,20,12,76,60,60,69,2,35,4,74,0,0,53,53,42,33,51,71,61
86,2019-09-01,41,47,70,77,31,55,19,47,57,22,45,17,22,68,10,70,29,42,67,40,27,65,29,47,55,36,57,66,37,69,85,61,34,57,39,39,56,14,17,69,1,52,35,82,23,37,71,42,71,27,44,73,16,54,23,70,49,24,63,12,49,49,18,24,58,7,67,0,69,79,68,71,43,42,80,66,75,22,10,67,0,64,10,4,54,42,29,69,7,11,70,58,62,67,7,31,5,86,0,36,43,65,47,54,75,73,70
87,2019-09-08,36,41,76,83,35,49,13,40,60,44,43,17,13,56,8,72,44,40,65,30,17,57,23,44,72,32,51,72,37,73,63,63,24,44,34,36,0,9,18,65,1,51,39,75,44,65,80,71,68,23,45,71,21,60,22,71,30,20,55,34,43,44,3,27,82,7,57,0,65,67,54,56,29,60,72,37,71,44,20,47,0,55,10,3,48,48,23,70,10,33,79,49,57,72,6,32,4,69,0,0,31,47,46,56,24,67,65
88,2019-09-15,40,53,76,99,44,58,15,41,61,40,44,16,17,72,10,79,42,39,60,36,35,48,21,43,54,37,78,77,37,76,74,81,40,50,34,38,27,11,18,68,1,62,39,77,37,54,77,83,66,23,48,73,25,57,28,63,37,40,79,11,55,57,21,27,49,9,56,0,76,76,71,56,37,49,68,44,73,0,21,42,0,67,11,4,45,50,28,69,19,0,82,54,43,74,5,32,12,63,31,0,35,57,44,45,49,66,76
89,2019-09-22,47,53,73,74,32,52,21,39,41,45,37,16,26,63,9,74,26,39,66,39,18,57,100,52,37,38,65,71,44,69,67,53,25,43,37,35,28,11,19,65,1,49,32,67,22,62,89,48,62,23,68,74,32,61,16,61,26,36,64,35,47,42,21,21,55,25,58,0,67,79,53,63,24,43,95,41,78,0,8,42,95,78,9,3,47,49,32,68,16,22,80,49,54,61,3,32,6,61,64,0,32,67,42,46,50,69,59
90,2019-09-29,55,52,72,68,66,49,17,42,56,63,59,20,31,59,8,76,46,39,67,26,0,57,38,44,0,35,58,74,37,69,77,35,34,42,35,38,0,7,19,68,1,66,35,70,23,52,79,49,73,19,40,71,24,57,31,56,42,41,66,12,62,34,11,18,53,19,50,0,78,71,35,60,27,58,76,73,62,23,26,55,0,73,9,4,51,56,29,73,3,0,85,49,33,73,5,35,6,75,32,0,30,77,48,47,10,65,67
91,2019-10-06,49,50,73,71,55,54,21,40,41,63,54,59,26,68,9,80,50,41,56,32,45,57,18,43,18,37,58,87,35,60,84,81,32,75,36,37,0,7,18,70,1,60,29,64,8,52,79,54,61,16,22,76,22,55,23,59,29,20,66,46,55,49,7,26,56,13,54,0,77,74,47,58,37,45,80,55,65,0,20,49,0,69,9,3,50,53,32,73,10,11,80,51,51,68,5,29,6,64,0,0,27,51,50,36,30,78,73
92,2019-10-13,41,58,76,68,30,51,13,40,32,71,43,26,15,61,10,79,45,41,57,24,27,58,20,58,18,39,46,68,37,53,67,58,27,48,37,35,28,9,18,71,1,47,58,69,30,69,79,60,61,17,68,73,21,54,22,53,30,36,65,0,53,47,24,23,62,17,50,0,71,72,52,51,24,100,80,34,69,22,23,72,47,79,8,3,52,58,30,67,16,22,85,47,29,63,6,28,5,67,0,0,28,52,56,71,60,73,68
93,2019-10-20,55,45,77,88,18,52,9,41,38,39,48,23,30,62,9,81,49,38,56,30,17,59,20,54,0,35,46,70,35,77,71,86,30,42,25,38,0,2,16,67,1,58,37,67,29,58,74,30,60,15,31,76,38,59,13,57,30,32,62,23,43,42,7,23,44,12,59,0,76,72,56,66,39,59,72,71,72,22,9,30,0,63,8,3,48,62,28,71,10,0,85,45,46,63,8,33,5,56,0,0,34,49,51,49,25,62,94
94,2019-10-27,92,40,67,81,28,47,15,39,46,35,47,23,42,52,7,82,39,41,55,36,35,60,27,51,0,33,40,69,32,71,67,55,26,49,27,37,0,7,14,62,1,45,33,84,36,89,78,70,73,12,45,73,42,53,33,54,34,39,50,11,45,39,7,20,72,14,55,0,87,69,62,53,39,43,68,40,69,43,9,65,0,73,8,3,51,59,28,70,22,33,90,37,49,63,6,20,6,55,31,0,26,52,46,41,49,67,78
95,2019-11-03,41,39,77,78,33,62,15,41,47,27,44,20,39,60,9,80,34,41,53,35,53,63,27,51,18,42,45,73,37,58,81,53,57,45,32,35,0,7,17,68,1,52,41,61,37,73,71,18,68,13,36,77,42,64,24,57,26,36,65,23,39,51,3,15,73,10,54,0,67,81,48,61,24,49,68,65,67,22,8,96,0,75,9,3,48,66,31,66,23,22,88,48,72,72,10,27,4,62,0,0,25,57,44,53,30,75,54
96,2019-11-10,42,44,63,78,14,64,27,41,42,47,47,19,25,57,9,79,41,39,63,33,17,66,30,47,0,35,43,62,36,63,70,46,27,45,30,35,27,9,18,64,1,51,28,69,36,74,76,46,59,14,37,77,19,56,15,50,35,42,53,0,44,28,23,26,48,8,47,0,68,70,47,61,23,50,69,56,68,21,8,35,0,72,11,7,42,62,23,73,19,21,79,43,21,62,8,33,5,64,91,34,22,58,44,41,29,71,63
97,2019-11-17,45,48,73,80,26,51,17,42,44,100,49,18,25,57,9,81,39,40,62,33,35,59,21,54,0,36,44,64,42,63,57,55,43,36,26,38,27,4,18,65,1,56,38,63,66,68,77,29,70,12,64,71,27,54,23,50,34,16,50,23,55,54,31,26,43,8,47,0,63,70,46,54,36,44,73,47,66,22,17,53,93,57,11,7,44,66,37,68,28,11,75,33,42,64,10,29,5,66,0,0,24,48,41,42,24,72,59
98,2019-11-24,31,42,71,63,27,47,12,37,35,59,41,18,29,52,10,79,35,37,55,31,27,64,23,45,0,28,36,67,31,52,67,52,71,37,27,33,0,2,13,66,1,41,24,65,30,56,71,55,63,15,32,69,33,46,13,51,45,21,35,0,59,27,21,14,68,7,41,0,63,63,38,55,27,40,75,28,66,0,17,49,0,65,7,5,55,52,54,68,13,0,64,58,52,52,10,25,4,51,0,0,23,44,46,72,36,69,48
99,2019-12-01,43,51,66,88,23,59,18,40,62,77,51,17,27,55,9,80,20,40,55,27,43,70,19,45,35,34,35,70,37,52,66,56,27,39,25,35,27,2,14,63,1,52,41,68,14,56,76,23,65,12,33,70,28,55,25,53,33,23,43,22,44,34,7,23,54,6,40,0,65,61,43,53,43,40,72,39,62,0,12,81,0,65,9,4,37,65,39,63,25,32,75,43,31,64,26,31,4,64,0,0,28,43,46,48,38,65,62
100,2019-12-08,27,46,63,82,19,43,13,43,52,43,49,17,25,61,9,81,38,39,55,33,17,51,23,42,35,43,43,69,45,55,76,53,24,37,28,34,0,4,17,65,1,56,30,71,36,46,71,35,67,12,26,69,27,52,32,52,25,31,48,11,56,37,30,100,49,7,43,0,57,66,36,58,38,41,76,53,59,43,7,35,0,61,8,3,41,65,31,67,31,32,80,43,35,57,32,27,4,64,31,0,19,52,39,24,19,70,52
101,2019-12-15,25,33,78,89,27,52,17,46,50,58,52,16,30,62,10,75,13,41,67,30,27,60,24,62,18,35,40,64,41,60,57,59,32,40,25,35,0,4,18,61,1,40,28,82,30,55,77,6,60,13,37,77,20,52,27,58,32,36,58,35,52,47,24,60,66,7,44,0,66,69,50,62,40,45,84,48,68,0,8,24,0,70,8,3,45,63,40,76,6,22,76,46,65,58,47,30,5,71,0,36,29,57,39,36,30,73,67
102,2019-12-22,21,37,74,58,37,58,25,46,67,45,51,17,46,67,10,78,24,42,60,37,40,74,18,43,62,32,63,62,48,62,79,66,66,46,40,36,0,3,15,88,1,49,32,87,0,53,79,54,81,19,63,82,38,48,38,64,36,23,54,26,56,68,16,27,54,10,44,0,79,87,57,65,48,40,96,38,80,0,20,75,0,74,11,3,60,64,33,66,18,13,66,61,45,61,84,37,4,76,0,0,33,42,50,72,39,91,60
103,2019-12-29,27,47,79,66,52,49,20,53,42,46,51,19,36,69,11,82,41,48,62,38,18,66,25,50,0,31,45,67,44,71,71,50,50,60,29,38,0,2,18,69,1,39,44,76,16,61,91,81,69,21,41,76,31,48,20,67,33,42,60,36,58,46,25,25,64,100,56,0,78,86,61,68,41,42,85,57,73,23,13,25,0,62,9,4,60,63,35,75,10,23,71,68,53,70,31,30,5,71,0,0,31,53,53,89,31,77,63
104,2020-01-05,36,51,75,72,29,45,25,54,26,47,51,19,37,45,14,88,56,42,63,33,43,63,27,42,35,36,31,70,33,59,70,37,36,43,31,36,27,9,16,54,1,41,30,70,36,46,71,23,65,14,35,67,26,54,12,61,31,19,52,22,45,36,40,18,56,62,48,0,60,76,47,71,38,46,80,75,62,21,28,23,0,70,9,3,48,64,36,80,12,21,73,48,38,73,4,25,7,74,0,0,30,41,44,44,33,60,47
