,date,Elmhurst University,Cobble Hill,Ridgewood,Maspeth,College Point Multiplex Cinemas,Bedford Park,Kew Gardens Hills,เซนต์ จอร์จ แบงก์,Jamaica,Midwood,Roxbury - Rockaway Park - Far Rockaway,Throgs Neck,Riverdale,Gravesend,Flatbush,Kensington,Flushing,Prospect Lefferts Gardens,Crowd,Murray Hill,Borough Park,Oakland Gardens,Parkchester,Kingsbridge,East New York,Sutton Place Hotel Vancouver,Flatiron District,The Battery,Lower East Side,St Albans,Brooklyn Heights,Middle Village,Tottenville,AMC Bay Terrace 6,Crown Heights,Roosevelt Island,Park Slope,Glen Oaks Funeral Home & Cemetery,Midland Beach,Washington Heights,Williamsburg,Mason Greenwood,East Harlem,Boerum Hill,Howard Beach,Tokyo Midtown,Coney Island - Windsor Terrace,Upper East Side,Downtown,Auburndale,Coney Island,Great Kills,Upper West Side,Chelsea F.C.,Tribeca,Jamaica Estates,Forest Hills,"Royal Botanic Gardens, Kew",Hamilton Heights,Fort Greene,New Springville,Bensonhurst,Gramercy,Sunset Park,Morningside Heights,University Heights,Sunnyside Dispensary,Bushwick,Coronavirus,Greenwich Village,Bay Ridge,Carroll Gardens,Richmond Hill,East Flatbush,Gowanus,Rego Park,Rossville,Jackson Heights,Woodlawn School,D.B. Woodside,Pelham Bay,FC Astoria Walldorf,Financial District,Prospect Heights,Dumbo,Sheepshead Bay,Harlem,Bedford-Stuyvesant,East Village,Bath Beach,Soundview Family YMCA,West Village,Turtle Bay,Eltingville,Greenpoint,Dyker Heights,Canarsie,Saved by the Bell,Queens Village,Whitestone,Woodhaven,Brighton Beach,Inwood,Douglaston,Briarwood,Williamsbridge,SoHo
161,2021-02-07,28,12,62,81,0,44,13,42,50,43,48,23,41,45,5,80,26,39,26,26,51,54,27,45,19,12,10,34,44,36,77,60,0,36,17,19,0,11,14,55,1,28,22,69,23,66,49,6,68,12,37,41,30,29,29,40,20,12,22,12,45,64,18,19,50,52,27,2,31,57,27,51,29,21,61,48,63,0,26,52,0,26,12,2,24,41,19,28,20,0,44,25,78,46,5,23,16,58,32,0,18,28,47,43,33,35,52
162,2021-02-14,24,34,65,68,1,42,17,44,42,15,50,21,50,55,7,84,40,24,40,35,61,42,25,52,0,14,9,30,49,39,81,44,0,28,21,22,0,0,13,55,1,30,22,73,0,63,48,18,79,12,45,44,28,31,33,45,33,8,39,24,52,74,18,18,67,56,30,2,34,68,27,58,37,19,66,45,51,0,25,52,0,27,9,2,23,41,21,33,20,22,37,30,26,41,2,32,7,55,0,0,20,40,47,22,24,36,38
163,2021-02-21,33,22,60,70,0,49,15,45,40,34,46,20,41,53,6,81,37,24,35,30,17,46,21,51,0,9,16,34,41,41,67,32,0,40,17,24,56,2,13,57,1,36,16,70,15,40,43,24,70,11,42,43,30,26,25,44,16,12,33,12,47,60,25,21,67,61,34,2,35,67,35,63,50,28,57,58,55,0,22,39,0,25,7,2,19,46,24,34,3,11,44,37,60,43,2,34,6,63,0,0,21,35,40,22,28,35,37
164,2021-02-28,24,22,66,72,9,39,27,45,42,10,49,18,54,53,5,79,19,28,41,34,69,45,24,40,19,19,13,35,51,42,84,40,4,34,23,24,0,14,16,58,1,33,22,74,15,33,47,12,85,12,40,47,38,28,28,48,24,24,33,12,48,27,39,16,64,60,34,2,30,67,28,54,29,21,67,83,68,23,18,46,0,30,11,3,29,45,23,34,13,34,37,20,41,44,3,24,6,57,0,0,16,49,39,37,47,35,62
165,2021-03-07,29,23,61,68,7,44,8,44,38,19,50,17,45,51,11,81,50,24,35,35,51,58,28,44,37,16,20,39,44,41,69,37,11,37,29,21,0,9,16,59,1,32,22,69,8,44,49,12,75,14,34,44,29,27,44,47,23,20,36,12,52,57,42,17,75,65,33,2,32,68,34,54,26,29,50,68,58,0,24,38,0,19,12,8,30,45,19,43,10,22,45,26,67,44,4,33,5,52,0,0,29,48,35,29,23,40,34
166,2021-03-14,30,24,62,72,6,46,23,47,36,36,42,16,69,52,7,79,22,23,41,40,32,58,27,44,18,15,15,39,40,31,85,39,5,38,24,25,26,6,20,65,1,45,14,74,0,31,50,22,85,13,37,43,33,31,15,45,18,15,34,0,41,100,30,26,86,65,33,2,36,62,32,52,32,18,56,70,59,0,26,24,0,31,12,4,23,40,24,32,12,42,47,38,45,37,2,31,6,55,0,34,22,48,28,34,70,39,40
167,2021-03-21,28,39,61,68,10,50,15,49,26,38,43,16,41,56,7,83,18,28,49,35,8,51,30,46,0,14,17,41,46,37,64,50,4,35,31,23,0,5,17,69,1,42,9,72,22,29,45,41,83,16,51,45,22,31,11,50,13,20,31,58,50,55,45,29,75,65,37,2,32,68,38,37,49,25,70,61,66,0,20,51,0,22,12,2,29,40,23,32,20,55,46,45,59,45,3,27,5,65,0,0,31,39,46,36,28,47,53
168,2021-03-28,28,39,58,79,16,53,10,51,44,44,51,16,61,56,5,81,53,28,50,26,35,61,25,45,19,17,29,41,48,45,84,57,6,28,31,25,57,9,14,74,1,29,18,78,23,19,49,12,81,16,60,48,21,30,22,51,17,40,34,12,45,34,22,15,75,67,40,2,36,69,31,48,53,31,64,45,67,0,22,26,0,36,11,2,35,37,24,42,34,34,51,52,68,53,3,31,5,81,0,0,29,37,42,33,19,43,42
169,2021-04-04,31,25,73,66,7,50,15,49,44,54,61,16,84,56,8,82,21,25,62,21,53,66,23,49,0,16,26,44,41,41,85,36,6,31,43,26,0,5,17,76,1,41,27,68,0,7,63,6,81,24,45,53,34,33,33,52,24,20,37,24,46,75,54,20,59,72,34,2,41,72,38,50,24,34,58,70,93,0,21,53,0,39,12,2,35,42,25,42,24,57,58,44,42,47,6,27,5,77,33,0,23,42,45,52,24,46,46
170,2021-04-11,32,43,64,72,12,48,9,54,25,10,50,15,90,49,10,79,39,26,47,29,51,46,27,38,19,24,19,44,47,45,73,34,7,40,37,23,0,5,15,68,1,34,16,71,0,25,59,12,74,19,59,47,54,34,20,50,29,20,42,12,60,53,21,21,64,74,34,2,36,70,38,54,44,32,58,54,63,0,20,26,0,28,13,2,27,40,21,45,20,11,60,35,48,51,3,29,4,58,0,0,28,44,37,65,14,43,31
171,2021-04-18,34,33,69,68,12,50,21,54,42,54,49,13,52,55,9,88,35,29,57,35,43,58,14,42,38,24,32,50,48,42,69,57,9,40,46,36,28,7,16,68,1,46,37,78,15,26,63,36,74,22,70,56,37,37,33,50,23,32,47,47,43,61,100,19,62,76,39,2,44,65,43,49,29,40,71,79,63,23,15,20,0,30,9,2,33,41,22,46,27,45,57,26,49,54,2,27,4,66,0,0,22,47,42,26,19,44,44
172,2021-04-25,100,30,77,69,11,52,8,50,50,19,54,13,65,53,8,79,37,30,55,33,26,56,24,42,0,18,25,47,40,37,58,60,7,33,33,26,0,23,15,68,1,61,16,63,15,33,64,18,72,19,77,58,63,36,18,53,23,12,54,23,57,58,35,20,68,64,36,2,39,68,41,48,60,29,64,82,62,0,26,26,0,30,9,2,28,44,21,43,7,22,58,35,64,57,2,23,5,60,0,73,30,31,42,25,52,46,37
173,2021-05-02,32,49,77,77,4,47,13,50,52,29,48,13,63,55,8,77,48,30,51,31,95,86,27,48,0,22,36,50,46,49,68,53,9,38,37,29,28,14,15,72,1,40,18,73,0,37,58,12,76,20,52,60,100,39,23,63,20,36,37,12,42,38,36,29,100,62,41,1,48,75,32,53,42,33,60,62,59,23,21,59,0,30,10,2,30,41,25,47,30,67,63,38,68,52,3,28,4,55,32,0,25,47,42,47,42,49,58
174,2021-05-09,30,57,72,67,8,51,20,49,52,35,58,11,45,51,6,79,33,29,56,34,62,51,31,39,20,27,34,62,50,51,74,60,10,36,32,32,58,19,19,71,2,50,24,83,8,30,63,6,81,23,36,57,59,38,15,56,31,33,53,12,62,74,44,33,72,62,40,1,41,82,49,58,27,37,69,42,73,0,21,47,0,34,13,2,36,39,30,46,17,46,62,44,46,56,5,28,4,60,0,0,23,37,35,45,63,50,36
175,2021-05-16,39,31,74,73,11,47,10,53,43,25,51,12,35,51,6,75,40,30,53,20,18,60,18,50,19,19,28,50,42,51,80,46,11,30,39,26,58,19,19,76,1,39,26,70,0,34,66,49,81,29,48,66,35,37,30,61,17,28,49,24,60,36,29,22,82,62,39,1,46,81,36,50,35,40,70,70,58,0,32,26,0,40,10,2,35,40,24,52,17,46,70,41,61,63,4,31,4,58,0,0,34,55,41,33,33,54,49
176,2021-05-23,20,36,72,83,21,48,25,51,51,45,60,12,33,65,5,71,33,35,55,34,18,65,20,39,39,23,28,62,46,42,77,46,25,38,41,27,29,16,21,79,1,42,29,83,23,45,69,18,81,30,48,64,98,39,19,59,22,16,51,0,54,57,40,22,76,68,42,1,45,68,40,56,54,35,63,81,68,0,28,46,0,34,12,2,38,41,28,57,24,46,71,41,23,60,3,35,4,57,33,0,44,64,53,41,29,57,47
177,2021-05-30,19,43,69,77,20,43,10,51,45,25,40,12,50,57,5,73,28,29,67,36,45,64,23,28,0,27,33,70,43,43,87,49,17,31,41,27,29,26,20,80,2,40,29,90,8,19,63,13,79,30,57,62,35,36,24,60,25,21,57,24,56,42,22,28,61,64,50,1,61,68,43,59,44,35,65,61,65,0,100,74,48,40,11,2,41,41,29,55,41,46,72,44,55,56,5,27,5,56,0,0,32,44,53,38,54,56,43
178,2021-06-06,19,39,75,75,25,49,10,53,38,20,46,12,42,58,6,75,95,29,55,29,44,67,29,46,19,23,48,58,50,58,78,54,17,44,44,27,87,21,74,77,1,36,41,81,31,38,61,19,70,36,48,61,19,47,24,63,26,29,57,48,59,37,33,29,66,59,40,1,65,74,40,59,46,32,71,49,59,23,58,53,0,43,14,2,37,39,25,51,17,92,80,53,77,55,3,32,4,63,0,0,49,38,32,37,53,54,58
179,2021-06-13,24,44,73,86,18,48,10,53,47,60,49,12,69,64,6,76,60,34,69,35,45,62,22,51,0,23,48,58,45,56,67,58,23,39,42,31,29,17,100,80,1,41,32,83,31,42,64,25,78,38,64,63,17,54,19,57,16,37,77,48,61,60,26,33,52,66,51,1,54,83,39,74,30,22,63,53,70,23,57,33,0,45,14,2,39,39,28,55,24,35,76,46,77,62,6,27,5,64,33,0,32,51,44,38,34,59,46
180,2021-06-20,22,54,78,73,19,43,18,53,43,15,62,12,45,61,6,72,33,33,50,31,72,55,20,38,0,21,50,57,45,59,75,65,21,37,44,29,0,24,51,84,1,44,21,80,16,38,65,6,79,40,78,67,16,43,29,60,20,21,40,36,49,32,4,26,63,69,46,1,57,77,46,63,38,28,60,71,59,0,38,61,0,51,13,2,43,45,21,60,28,35,73,45,31,53,4,28,4,61,33,38,42,65,37,38,63,58,40
181,2021-06-27,17,38,70,82,24,58,20,54,58,25,41,12,36,52,11,71,33,33,53,30,18,64,19,45,19,25,45,63,42,63,68,68,21,41,42,28,0,26,39,85,1,42,24,87,8,34,63,12,69,44,77,59,16,39,15,58,27,37,57,36,48,64,18,24,81,73,46,1,61,81,43,66,35,26,63,88,67,0,27,73,0,45,13,2,45,45,28,57,24,34,67,42,50,61,4,30,4,61,0,0,40,45,39,22,24,61,54
182,2021-07-04,14,29,79,67,22,39,22,57,42,5,52,12,57,54,4,73,53,34,55,33,46,71,31,50,0,29,54,70,46,54,66,72,20,45,54,27,30,19,37,88,1,42,34,84,0,54,68,19,76,59,71,60,17,41,21,52,23,21,54,37,52,54,30,30,77,74,49,1,52,81,34,55,55,30,70,69,67,0,35,27,0,45,13,2,46,44,22,54,31,0,65,49,32,67,3,37,4,69,0,0,41,41,41,31,40,59,36
183,2021-07-11,25,48,71,82,23,47,14,57,33,30,61,12,49,49,6,70,36,32,71,34,71,68,35,54,0,28,52,73,45,46,80,53,15,34,40,29,88,24,30,84,1,52,49,93,0,34,65,6,72,38,57,57,19,42,20,55,25,16,45,0,68,58,40,25,74,62,49,1,55,78,41,59,54,32,62,71,72,0,14,40,0,36,12,2,41,44,30,59,27,46,76,53,31,55,4,35,4,52,0,0,36,38,48,49,44,62,46
184,2021-07-18,24,44,74,71,16,47,16,55,48,62,62,12,56,55,6,70,31,31,53,32,46,55,18,41,61,29,43,67,44,54,72,48,22,35,35,30,0,42,21,82,1,42,33,91,8,35,62,19,77,40,61,62,18,43,19,65,20,26,55,13,53,45,30,23,57,76,50,1,51,75,41,52,22,29,60,73,69,24,19,35,0,46,13,3,40,51,26,56,35,0,79,57,48,60,4,30,4,63,0,39,37,87,46,27,45,63,49
185,2021-07-25,23,38,75,71,16,42,16,60,60,20,71,11,47,57,6,70,54,32,62,29,27,51,25,39,39,29,47,65,40,57,94,66,11,44,46,28,0,21,19,81,1,40,36,89,23,34,67,12,81,42,59,54,23,40,5,63,17,57,51,0,52,62,26,18,73,63,48,2,53,74,32,58,27,26,57,42,62,0,23,53,0,42,13,2,44,44,24,55,34,0,64,28,50,54,2,31,4,57,0,0,44,37,49,30,14,64,44
186,2021-08-01,23,46,75,69,19,36,2,73,40,51,46,12,54,49,5,69,44,32,52,26,18,54,25,53,20,19,36,66,43,48,72,47,6,59,36,27,59,26,20,81,1,43,26,86,16,31,65,19,82,31,26,59,33,41,22,53,15,29,51,12,54,65,22,18,70,67,44,2,57,73,40,49,46,24,69,82,73,24,21,67,48,35,13,2,40,43,26,61,21,46,72,37,35,51,4,30,6,69,0,0,41,65,37,34,54,61,37
187,2021-08-08,20,40,71,68,14,34,24,53,33,30,55,15,70,55,5,68,28,25,62,31,18,54,29,74,0,16,44,58,49,39,78,57,19,61,38,27,0,24,18,79,1,49,12,78,16,42,55,25,78,31,49,56,66,38,26,52,14,37,46,12,52,61,33,27,51,65,49,2,56,59,43,60,33,32,56,100,71,47,20,34,48,37,13,2,46,43,29,59,17,23,71,45,90,60,7,41,6,63,0,0,51,58,47,11,39,59,35
188,2021-08-15,26,18,72,60,16,42,19,53,53,60,58,15,40,61,6,71,32,25,62,32,26,48,19,53,58,19,41,54,46,44,74,58,13,48,46,25,29,56,18,76,1,39,20,77,15,15,64,18,73,30,51,56,26,35,10,68,26,28,51,24,67,55,25,24,55,68,46,2,54,72,57,56,35,39,69,70,64,0,27,66,0,33,10,2,38,41,32,54,10,34,70,49,42,60,2,31,8,55,0,0,35,35,50,41,24,49,65
189,2021-08-22,41,43,76,69,18,51,26,53,39,31,57,13,41,56,5,72,39,31,44,43,46,62,37,40,100,20,33,60,49,40,64,42,18,44,40,28,30,24,17,71,1,40,25,83,48,23,64,6,73,26,53,59,65,38,19,66,38,17,47,0,64,31,15,32,68,67,48,1,50,75,38,54,25,20,68,83,69,24,25,14,49,43,11,2,34,42,30,51,21,0,65,40,83,57,3,31,5,66,0,39,40,36,47,46,30,48,48
190,2021-08-29,50,30,77,77,26,37,26,47,51,5,64,12,53,59,7,81,42,27,64,42,27,67,23,55,20,25,45,56,46,54,78,82,6,46,32,29,0,17,17,72,3,37,17,91,64,39,63,6,74,27,58,60,25,39,19,60,20,34,50,62,55,71,4,16,72,68,47,1,61,69,33,51,33,39,68,47,70,0,22,41,0,47,11,2,36,41,24,44,25,47,69,35,52,53,5,30,4,58,0,39,24,47,43,23,40,53,42
191,2021-09-05,27,44,73,80,14,45,27,47,57,43,56,12,52,51,5,76,32,31,50,27,66,79,26,50,21,20,47,60,41,49,81,54,12,37,39,27,31,18,16,71,2,38,24,66,100,24,64,33,77,27,57,66,27,44,23,68,17,26,51,26,69,39,12,28,53,70,48,1,51,74,50,59,40,33,70,75,54,0,33,28,0,42,10,2,36,39,25,52,11,12,77,42,82,54,8,24,4,55,0,0,28,64,41,24,41,60,53
192,2021-09-12,38,45,72,82,12,46,16,42,83,36,48,11,46,56,7,77,34,29,47,27,37,59,25,48,20,22,34,59,38,57,67,66,14,39,36,25,30,5,18,63,1,42,36,65,16,58,71,19,72,23,71,66,29,42,16,63,26,34,62,25,42,83,34,26,53,58,46,1,52,70,43,60,45,34,67,76,59,24,65,27,0,47,8,2,32,45,21,57,32,36,75,28,40,63,5,30,6,62,0,0,32,57,36,31,30,54,56
193,2021-09-19,39,25,68,90,17,47,16,41,52,31,56,11,49,52,7,74,43,28,50,26,37,56,29,52,20,25,28,61,41,51,72,67,10,33,40,27,0,10,15,67,1,51,38,81,16,43,68,13,71,20,69,67,56,40,16,63,37,30,54,25,55,72,8,23,68,69,45,1,55,68,43,63,51,31,59,66,63,0,50,56,50,41,12,2,27,41,30,58,11,12,90,43,68,63,4,31,11,56,0,39,28,43,37,31,55,55,50
194,2021-09-26,36,39,71,65,18,38,30,43,32,26,58,12,58,48,6,79,42,31,52,18,0,54,32,41,20,25,33,60,45,55,57,74,8,31,30,24,0,17,14,67,2,33,30,63,24,27,67,6,75,17,42,68,35,40,25,58,20,38,49,25,59,67,19,20,48,60,43,1,52,76,44,65,36,39,57,66,63,0,31,28,49,35,10,2,35,39,24,55,35,24,77,26,48,57,5,38,11,56,0,0,28,65,46,19,40,54,50
195,2021-10-03,36,42,67,75,20,49,18,43,50,15,62,14,71,46,7,75,42,29,54,31,73,55,24,40,20,29,33,50,43,56,73,48,18,39,32,24,30,5,14,71,1,41,30,69,24,43,66,6,75,16,47,69,17,38,12,54,16,13,55,74,54,57,11,30,61,62,41,1,54,71,47,58,39,37,72,51,64,0,23,34,0,42,10,2,28,40,24,58,28,59,81,33,44,56,5,27,8,54,0,0,27,44,41,27,45,59,44
196,2021-10-10,36,48,71,78,28,50,25,48,64,27,54,13,66,56,6,76,29,30,58,36,38,62,21,50,0,31,30,67,45,41,77,52,24,37,34,28,0,18,13,74,1,31,37,76,25,40,75,53,68,15,57,72,24,44,18,58,23,13,54,13,100,61,12,22,57,65,43,1,60,77,46,72,32,43,69,90,69,50,24,14,0,40,9,2,31,39,31,55,7,12,80,39,41,55,3,31,8,49,0,0,26,46,50,52,21,63,53
197,2021-10-17,31,55,73,70,21,44,23,45,59,42,61,24,72,60,8,81,23,31,56,27,56,60,28,44,20,27,28,62,53,51,77,61,16,29,33,28,0,10,14,71,1,37,29,72,16,51,77,13,73,15,54,63,33,45,16,58,27,21,49,0,61,48,19,16,55,61,39,1,59,71,40,62,25,36,64,78,63,0,31,56,0,44,10,2,28,39,25,58,43,24,87,43,53,58,5,28,7,60,0,0,29,36,45,24,30,60,55
198,2021-10-24,30,35,65,71,16,45,14,44,52,32,60,28,87,55,7,77,31,30,40,27,37,59,28,46,0,26,29,60,48,45,77,53,12,32,23,31,0,5,17,69,1,29,19,70,49,40,71,6,83,13,54,63,33,39,18,62,22,34,61,38,50,39,12,23,60,61,42,1,61,63,32,61,23,27,70,74,64,0,16,35,0,34,10,2,30,36,22,58,39,24,79,38,32,54,7,35,7,65,0,39,20,39,37,35,56,74,45
199,2021-10-31,35,51,75,81,16,48,14,42,55,42,53,22,61,51,5,83,32,52,47,28,56,55,24,37,41,25,30,57,48,55,67,55,20,38,24,27,31,2,19,67,1,44,27,86,41,76,72,7,85,14,30,67,33,46,20,50,25,26,50,13,60,66,15,23,91,58,37,1,64,68,50,60,29,29,58,89,70,0,21,42,0,41,10,2,33,56,23,57,29,24,99,26,41,53,6,29,7,55,0,0,14,40,42,28,31,63,47
200,2021-11-07,43,37,81,81,19,42,18,46,38,37,47,19,96,49,7,82,37,91,38,30,28,65,22,45,0,28,26,63,44,44,67,30,12,35,32,29,0,5,16,69,1,46,27,71,16,39,72,13,76,13,45,64,19,42,19,46,33,26,46,50,56,31,42,27,77,68,37,1,59,69,44,50,20,32,61,48,57,0,19,7,0,48,11,2,38,49,24,64,29,0,89,50,52,54,7,26,7,64,0,0,31,37,36,20,61,64,59
201,2021-11-14,26,44,68,72,14,47,14,46,30,21,59,20,42,54,8,85,37,39,42,36,28,51,19,39,0,29,21,56,41,43,66,46,10,38,30,27,0,12,15,65,1,45,24,74,49,31,74,13,77,17,45,70,24,48,23,49,29,34,20,25,48,55,15,35,70,62,40,1,53,63,32,55,34,25,73,80,58,0,13,7,0,39,10,2,29,53,22,60,25,24,83,38,92,51,12,24,6,57,34,0,29,32,39,19,100,67,40
202,2021-11-21,22,27,66,68,24,33,27,43,50,37,36,16,40,45,7,75,20,45,45,31,66,58,30,36,21,24,24,49,43,33,89,56,16,40,26,27,0,18,16,70,1,36,19,64,50,48,67,46,67,20,63,71,36,34,20,49,31,44,40,26,50,47,16,27,56,72,37,1,50,67,33,42,40,31,70,45,63,0,15,57,0,40,9,2,28,43,25,49,18,25,70,36,54,43,21,28,16,60,0,0,21,33,41,48,26,62,43
203,2021-11-28,32,38,64,76,24,51,4,42,53,30,49,15,60,48,5,73,49,32,69,30,62,51,26,45,19,30,26,56,39,52,86,56,17,29,25,27,58,9,15,67,1,51,18,78,39,19,75,12,71,20,41,71,71,40,19,51,16,24,52,12,48,46,15,41,62,67,41,1,54,69,35,58,81,34,58,39,68,0,15,13,0,49,10,2,28,66,20,56,20,11,81,34,34,52,37,25,14,64,0,0,25,31,33,52,48,60,48
204,2021-12-05,30,58,65,61,10,51,28,43,60,21,50,14,39,49,4,82,20,31,60,31,27,46,27,55,60,28,31,60,37,73,65,52,12,36,31,26,0,2,14,70,1,39,27,65,40,43,76,6,95,17,34,65,32,43,21,48,24,17,52,37,53,64,19,26,67,69,42,1,58,63,39,48,33,26,65,73,61,24,16,14,0,39,10,2,26,100,29,55,14,24,89,44,64,46,33,27,10,63,0,0,25,37,52,23,50,63,48
205,2021-12-12,29,46,71,68,32,41,21,42,49,64,54,15,33,59,5,78,14,30,79,29,28,46,25,44,62,27,35,59,45,44,82,64,24,42,28,26,93,5,16,68,1,35,38,77,8,48,75,7,91,18,62,66,29,48,16,58,22,69,49,13,53,66,19,18,68,79,40,1,57,70,40,64,31,27,60,56,70,0,15,35,0,34,9,2,48,75,25,61,18,24,84,32,94,55,80,28,7,65,0,0,18,39,35,12,46,64,54
206,2021-12-19,29,46,76,74,58,48,13,44,45,23,77,14,48,69,4,81,18,28,53,32,20,69,27,40,22,17,30,36,39,49,76,79,39,40,26,30,0,5,16,69,1,48,22,88,35,43,69,7,85,16,40,62,31,34,17,58,27,18,37,27,57,67,21,13,76,81,41,1,53,73,29,53,27,24,72,60,81,0,16,15,0,32,13,2,55,73,24,44,15,52,53,31,100,53,100,30,7,62,0,0,29,46,43,25,33,61,43
207,2021-12-26,18,46,72,70,30,49,12,46,35,32,100,13,26,59,6,79,20,28,40,36,28,77,25,49,21,17,39,41,29,42,77,50,18,41,27,27,0,5,15,71,1,34,39,84,33,40,65,13,74,20,35,57,35,33,22,51,19,17,30,13,66,90,23,17,57,90,36,1,53,73,40,48,23,18,62,45,70,0,35,57,0,39,13,2,46,72,22,40,15,24,52,38,49,50,55,29,8,60,0,0,25,39,37,20,15,57,32
208,2022-01-02,20,39,70,64,12,52,8,48,44,46,78,12,53,51,7,75,28,29,49,31,64,53,25,36,20,20,21,47,44,45,74,38,16,39,25,25,60,2,14,59,1,50,19,78,24,35,62,13,88,13,42,57,66,32,14,54,26,38,38,37,55,52,26,12,81,72,36,2,41,65,36,47,22,21,58,83,66,0,17,62,0,24,10,2,34,66,27,45,7,12,58,40,55,50,10,36,6,64,68,0,40,39,42,15,20,48,54
209,2022-01-09,23,38,69,78,16,49,16,50,57,36,53,12,39,47,5,91,45,31,45,38,28,51,19,43,41,18,22,39,34,37,65,52,8,38,24,27,30,0,14,56,1,69,25,77,8,47,62,32,74,12,19,52,41,34,25,50,24,26,43,38,46,60,11,33,59,72,38,1,46,67,25,54,11,23,60,62,63,0,15,56,0,33,9,2,26,62,20,51,25,24,65,36,24,52,5,28,6,58,0,0,23,35,39,31,45,48,37
210,2022-01-16,25,25,66,67,25,59,28,53,57,42,57,10,44,55,5,84,48,32,47,30,92,52,16,35,0,20,17,42,38,45,76,48,12,34,27,26,0,0,13,59,1,43,19,67,24,43,59,19,86,12,50,56,29,36,18,52,14,21,42,37,48,60,30,20,49,79,34,1,48,57,30,64,25,27,68,88,58,0,16,42,0,33,8,2,30,76,22,50,11,24,72,38,32,53,5,28,5,54,0,0,19,49,31,39,30,47,41
211,2022-01-23,32,31,70,68,9,42,17,58,55,48,39,10,36,46,5,89,12,33,51,29,66,39,23,49,21,27,14,50,42,42,75,39,10,34,28,24,0,0,13,55,1,40,21,80,33,52,60,33,100,13,54,55,29,39,20,50,21,35,35,13,68,59,16,17,60,76,35,1,46,66,20,63,49,31,53,67,57,25,15,35,0,35,11,2,23,78,21,46,40,24,68,33,33,50,3,31,5,65,0,0,26,61,35,24,31,49,36
212,2022-01-30,38,37,71,59,21,47,4,56,41,43,61,9,46,50,6,78,41,31,47,26,10,58,27,42,63,18,17,47,32,52,68,44,17,33,21,24,0,8,12,59,100,42,21,59,0,33,63,7,94,11,44,55,27,38,29,51,21,40,41,13,56,85,36,23,42,77,33,1,39,67,28,43,32,34,52,46,59,0,14,65,0,33,9,2,28,62,26,51,100,12,79,48,38,53,2,40,5,60,36,0,29,36,34,65,26,54,59
213,2022-02-06,32,37,62,72,25,40,23,57,56,38,70,8,34,49,8,85,44,28,56,29,29,63,23,54,21,28,24,51,55,46,62,63,15,36,24,24,32,13,16,60,14,39,21,76,34,41,65,0,84,11,22,55,49,44,18,56,22,44,40,13,51,52,12,20,54,80,42,1,54,70,44,55,29,31,60,65,66,25,6,51,0,39,10,2,29,59,27,57,11,50,75,49,80,53,2,32,5,69,36,0,26,32,39,29,47,51,32
214,2022-02-13,36,45,74,65,19,41,26,58,47,49,35,8,44,37,7,82,27,31,53,30,49,57,28,51,21,22,26,64,40,45,64,49,8,37,27,24,0,5,16,62,5,51,25,71,17,29,68,14,94,14,48,61,30,36,30,56,22,49,43,26,45,68,20,26,51,82,37,1,52,70,35,55,30,19,63,50,63,0,9,7,52,32,11,2,38,59,27,54,22,25,67,42,38,52,3,30,6,57,36,41,26,42,38,20,42,62,48
215,2022-02-20,40,51,70,68,32,51,23,59,40,43,38,9,40,41,7,81,23,30,55,28,19,45,24,38,21,30,24,55,43,50,63,60,20,32,29,25,0,20,15,62,5,43,21,80,8,28,63,20,88,15,33,53,36,39,14,54,17,26,38,13,42,47,19,28,60,78,37,1,55,64,35,49,52,25,58,41,61,25,17,43,0,35,11,2,39,58,23,57,40,12,69,44,16,57,5,22,5,52,0,0,28,34,33,36,51,59,48
216,2022-02-27,48,46,65,64,32,43,16,55,45,47,61,8,33,45,7,81,32,27,58,25,19,59,23,52,0,23,21,59,41,45,64,57,14,42,29,28,0,7,14,64,3,50,38,75,8,68,61,13,91,14,35,57,89,40,27,53,22,17,38,13,42,29,15,29,53,72,39,1,48,71,29,52,51,37,58,67,57,0,10,42,50,36,11,2,38,59,26,56,18,61,82,62,57,47,3,29,4,61,0,0,38,26,35,28,46,55,49
